,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,year,month,day,Make/Model,model_new,Survivors,seating_capacity,State,City
19564,20001213X24908,Accident,FTW88LA056,1988-01-29,"TOMBALL, TX",United States,DWH,DAVID WAYNE HOOKS MEMOR.,Non-Fatal,Destroyed,Airplane,N6614H,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Descent,Probable Cause,1988,1,29,cessna 152,152,1.0,2-seater,TX,TOMBALL
19567,20001213X24863,Accident,CHI88FA056,1988-01-30,"NORWALK, WI",United States,,,Fatal(1),Destroyed,Airplane,N9458U,cessna,150m,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Maneuvering,Probable Cause,1988,1,30,cessna 150m,150,0.0,2-seater,WI,NORWALK
19575,20001213X24952,Accident,MIA88LA096,1988-01-31,"TITUSVILLE, FL",United States,TIX,TITUSVILLE,Non-Fatal,Substantial,Airplane,N9260U,cessna,150,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1988,1,31,cessna 150,150,1.0,2-seater,FL,TITUSVILLE
19577,20001213X24851,Accident,ATL88LA086,1988-01-31,"BARNWELL, SC",United States,BNL,BARNWELL COUNTY,Non-Fatal,Substantial,Airplane,N6254G,cessna,150k,No,1.0,Reciprocating,Instructional,0.0,1.0,1.0,0.0,VMC,Cruise,Probable Cause,1988,1,31,cessna 150k,150,2.0,2-seater,SC,BARNWELL
19579,20001213X25050,Accident,DEN88LA060,1988-02-01,"REYNOLDS, ND",United States,NA01,JENSON,Non-Fatal,Substantial,Airplane,N11312,cessna,150l,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Climb,Probable Cause,1988,2,1,cessna 150l,150,1.0,2-seater,ND,REYNOLDS
19584,20001213X25094,Accident,LAX88FA103,1988-02-02,"DOUGLAS, AZ",United States,,,Fatal(2),Destroyed,Airplane,N61305,cessna,150j,No,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1988,2,2,cessna 150j,150,0.0,2-seater,AZ,DOUGLAS
19601,20001213X25169,Accident,SEA88LA044,1988-02-05,"HENDERSON, NV",United States,L15,SKY HARBOR,Non-Fatal,Substantial,Airplane,N2249E,cessna,172n,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1988,2,5,cessna 172n,172,1.0,4-seater,NV,HENDERSON
19604,20001213X25149,Accident,NYC88LA077,1988-02-06,"WESTERLY, RI",United States,,WESTERLY STATE,Non-Fatal,Substantial,Airplane,N3210J,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Takeoff,Probable Cause,1988,2,6,cessna 150,150,2.0,2-seater,RI,WESTERLY
19606,20001213X25030,Accident,CHI88LA060,1988-02-06,"COLUMBIA, IL",United States,,,Non-Fatal,Substantial,Airplane,N5450Q,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Go-around,Probable Cause,1988,2,6,cessna 152,152,2.0,2-seater,IL,COLUMBIA
19609,20001213X25047,Accident,DEN88FA071,1988-02-07,"RED LODGE, MT",United States,,,Fatal(3),Destroyed,Airplane,N20484,cessna,172m,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,1988,2,7,cessna 172m,172,0.0,4-seater,MT,RED LODGE
19614,20001213X25170,Accident,SEA88LA045,1988-02-08,"PALAMINO VALLEY, NV",United States,,,Non-Fatal,Substantial,Airplane,N48890,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Maneuvering,Probable Cause,1988,2,8,cessna 152,152,1.0,2-seater,NV,PALAMINO VALLEY
19615,20001213X24997,Accident,ATL88FA088,1988-02-08,"YOUNGSTOWN, OH",United States,,,Fatal(1),Substantial,Airplane,N618DP,cessna,150h,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,1988,2,8,cessna 150h,150,0.0,2-seater,OH,YOUNGSTOWN
19616,20001213X24989,Accident,ANC88LA028,1988-02-08,"CHUGIAK, AK",United States,Z15,BIRCHWOOD,Non-Fatal,Substantial,Airplane,N2423U,cessna,172,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1988,2,8,cessna 172,172,2.0,4-seater,AK,CHUGIAK
19622,20001213X25078,Accident,FTW88LA058,1988-02-09,"SAN ANTONIO, TX",United States,SAT,SAN ANTONIO INTERNATIONAL,Non-Fatal,Substantial,Airplane,N68806,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1988,2,9,cessna 152,152,2.0,2-seater,TX,SAN ANTONIO
19623,20001213X25029,Accident,CHI88LA059,1988-02-09,"WIS. RAPIDS, WI",United States,ISW,SOUTH WOOD COUNTY,Non-Fatal,Substantial,Airplane,N3790T,piper,pa28r180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,1988,2,9,piper pa28r180,pa-28,3.0,4-seater,WI,WIS. RAPIDS
19632,20001213X25150,Accident,NYC88LA079,1988-02-11,"EAST HAMPTON, NY",United States,,,Fatal(1),Destroyed,Airplane,N52535,cessna,172p,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,1988,2,11,cessna 172p,172,0.0,4-seater,NY,EAST HAMPTON
19635,20001213X25135,Accident,MKC88LA052,1988-02-11,"KIMBALL, NE",United States,IBM,KIMBALL,Non-Fatal,Substantial,Airplane,N12600,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1988,2,11,cessna 172,172,1.0,4-seater,NE,KIMBALL
19637,20001213X25034,Accident,CHI88LA065,1988-02-11,"BRIGHTON, MI",United States,45G,BRIGHTON FIELD,Non-Fatal,Substantial,Airplane,N8863U,cessna,172f,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1988,2,11,cessna 172f,172,1.0,4-seater,MI,BRIGHTON
19640,20001213X25080,Accident,FTW88LA061,1988-02-12,"TULSA, OK",United States,,,Non-Fatal,Substantial,Airplane,N669ST,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Climb,Probable Cause,1988,2,12,cessna 152,152,2.0,2-seater,OK,TULSA
19641,20001213X25053,Accident,DEN88LA069,1988-02-12,"ENGLEWOOD, CO",United States,APA,,Non-Fatal,Substantial,Airplane,N4914D,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1988,2,12,cessna 172n,172,1.0,4-seater,CO,ENGLEWOOD
19643,20001213X25103,Accident,LAX88LA110,1988-02-13,"SENECA, AZ",United States,,,Fatal(2),Destroyed,Airplane,N757NM,cessna,152,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1988,2,13,cessna 152,152,0.0,2-seater,AZ,SENECA
19649,20001213X25059,Accident,DEN88LA078,1988-02-13,"AURORA, CO",United States,O1V,AURORA,Non-Fatal,Substantial,Airplane,N9419C,piper,pa28161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Approach,Probable Cause,1988,2,13,piper pa28161,pa-28,4.0,4-seater,CO,AURORA
19656,20001213X25031,Accident,CHI88LA062,1988-02-14,"FT. WAYNE, IN",United States,SMD,SMITH FIELD,Non-Fatal,Substantial,Airplane,N5499K,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1988,2,14,cessna 172,172,1.0,4-seater,IN,FT. WAYNE
19657,20001213X25002,Accident,ATL88LA092,1988-02-14,"WAKEMAN, OH",United States,I64,WAKEMAN,Non-Fatal,Substantial,Airplane,N633BC,cessna,172p,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1988,2,14,cessna 172p,172,1.0,4-seater,OH,WAKEMAN
19671,20001213X25010,Accident,BFO88FA022,1988-02-17,"SO. CHARLESTON, WV",United States,WV12,MALLORY,Fatal(1),Destroyed,Airplane,N9399U,cessna,150m,No,1.0,Reciprocating,Instructional,1.0,1.0,2.0,0.0,VMC,Takeoff,Probable Cause,1988,2,17,cessna 150m,150,3.0,2-seater,WV,SO. CHARLESTON
19672,20001213X25119,Accident,MIA88LA108,1988-02-17,"LA BELLE, FL",United States,,,Non-Fatal,Substantial,Airplane,N93137,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Climb,Probable Cause,1988,2,17,cessna 152,152,2.0,2-seater,FL,LA BELLE
19677,20001213X25120,Accident,MIA88LA109,1988-02-18,"STUART, FL",United States,,,Fatal(3),Destroyed,Airplane,N43253,piper,pa28161,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,UNK,Cruise,Probable Cause,1988,2,18,piper pa28161,pa-28,0.0,4-seater,FL,STUART
19682,20001213X25155,Accident,NYC88LA086,1988-02-18,"CONCORD, NH",United States,CON,CONCORD,Non-Fatal,Substantial,Airplane,N6341H,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1988,2,18,cessna 152,152,1.0,2-seater,NH,CONCORD
19684,20001213X25105,Accident,LAX88LA112,1988-02-18,"TEMECULA, CA",United States,2L0,RANCHO CALIFORNIA,Non-Fatal,Substantial,Airplane,N5135K,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,1988,2,18,cessna 172n,172,3.0,4-seater,CA,TEMECULA
19686,20001213X25055,Accident,DEN88LA074,1988-02-18,"HURRICANE, UT",United States,1L8,HURRICANE,Non-Fatal,Substantial,Airplane,N67515,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1988,2,18,cessna 152,152,1.0,2-seater,UT,HURRICANE
19698,20001213X25096,Accident,LAX88FA113,1988-02-20,"ROSAMOND, CA",United States,,,Fatal(2),Destroyed,Airplane,N8321K,piper,pa28161,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1988,2,20,piper pa28161,pa-28,0.0,4-seater,CA,ROSAMOND
19708,20001213X25060,Accident,DEN88LA079,1988-02-21,"AURORA, CO",United States,O1V,AURORA,Non-Fatal,Substantial,Airplane,N2904C,piper,pa28rt201t,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,2.0,VMC,Landing,Probable Cause,1988,2,21,piper pa28rt201t,pa-28,4.0,4-seater,CO,AURORA
19711,20001213X25035,Accident,CHI88LA066,1988-02-21,"SPRINGFIELD, IL",United States,SPI,CAPITAL,Non-Fatal,Substantial,Airplane,N18225,cessna,150l,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1988,2,21,cessna 150l,150,1.0,2-seater,IL,SPRINGFIELD
19712,20001213X25018,Accident,BFO88LA023,1988-02-21,"ANNAPOLIS, MD",United States,ANP,LEE,Non-Fatal,Substantial,Airplane,N32019,piper,pa28180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1988,2,21,piper pa28180,pa-28,2.0,4-seater,MD,ANNAPOLIS
19716,20001213X25157,Accident,NYC88LA089,1988-02-22,"ROCHESTER, NH",United States,6B1,SKY HAVEN,Non-Fatal,Substantial,Airplane,N1061F,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1988,2,22,cessna 172,172,1.0,4-seater,NH,ROCHESTER
19717,20001213X25006,Accident,ATL88LA097,1988-02-22,"JACKSON, TN",United States,MKL,MCKELLAR FIELD,Non-Fatal,Substantial,Airplane,N6285E,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1988,2,22,cessna 172,172,1.0,4-seater,TN,JACKSON
19725,20001213X25111,Accident,MIA88FA114,1988-02-24,"KISSIMMEE, FL",United States,,,Fatal(2),Destroyed,Airplane,N5211E,cessna,172n,No,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,1988,2,24,cessna 172n,172,0.0,4-seater,FL,KISSIMMEE
19726,20001213X25063,Accident,FTW88DPJ03,1988-02-24,"NORMAN, OK",United States,,DOLLAR STRIP,Non-Fatal,Destroyed,Airplane,N20129,cessna,172m,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,2.0,VMC,Approach,Probable Cause,1988,2,24,cessna 172m,172,3.0,4-seater,OK,NORMAN
19735,20001213X25138,Accident,MKC88LA056,1988-02-25,"MANHATTAN, KS",United States,MHK,MANHATTAN,Non-Fatal,Substantial,Airplane,N8850G,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1988,2,25,cessna 150,150,1.0,2-seater,KS,MANHATTAN
19742,20001213X25161,Accident,NYC88LA094,1988-02-26,"NORTH HANOVER, NJ",United States,,,Non-Fatal,Substantial,Airplane,N738MX,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Maneuvering,Probable Cause,1988,2,26,cessna 172,172,4.0,4-seater,NJ,NORTH HANOVER
19743,20001213X25038,Accident,CHI88LA070,1988-02-26,"CRIVITZ, WI",United States,4WI3,NEVELN,Non-Fatal,Substantial,Airplane,N9751T,cessna,172a,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,1988,2,26,cessna 172a,172,3.0,4-seater,WI,CRIVITZ
19746,20001213X25124,Accident,MIA88LA117B,1988-02-27,"LANTANA, FL",United States,LNA,PALM BEACH COUNTY PARK,Non-Fatal,Minor,Airplane,N69133,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,2.0,VMC,Approach,Probable Cause,1988,2,27,cessna 152,152,3.0,2-seater,FL,LANTANA
19752,20001213X25124,Accident,MIA88LA117A,1988-02-27,"LANTANA, FL",United States,LNA,PALM BEACH COUNTY PARK,Non-Fatal,Substantial,Airplane,N66661,cessna,150m,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,2.0,VMC,Approach,Probable Cause,1988,2,27,cessna 150m,150,3.0,2-seater,FL,LANTANA
19753,20001213X25098,Accident,LAX88FA117,1988-02-27,"SOLEDAD, CA",United States,53CA,CHALONE VINEYARD,Non-Fatal,Substantial,Airplane,N7660J,piper,pa28r180,No,1.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,VMC,Go-around,Probable Cause,1988,2,27,piper pa28r180,pa-28,4.0,4-seater,CA,SOLEDAD
19755,20001213X25076,Accident,FTW88FA074A,1988-02-27,"HENDERSON, TX",United States,,,Fatal(1),Substantial,Airplane,N5522G,cessna,150j,No,1.0,Reciprocating,Instructional,1.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1988,2,27,cessna 150j,150,2.0,2-seater,TX,HENDERSON
19758,20001213X25129,Accident,MKC88FA058,1988-02-28,"OXFORD, IA",United States,IA24,GREEN CASTLE,Fatal(4),Destroyed,Airplane,N5816E,cessna,172n,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,1988,2,28,cessna 172n,172,0.0,4-seater,IA,OXFORD
19766,20001213X25165,Accident,NYC88LA098,1988-02-29,"WEST DOVER, VT",United States,4V8,MOUNT SNOW,Non-Fatal,Substantial,Airplane,N83459,piper,pa28160,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1988,2,29,piper pa28160,pa-28,2.0,4-seater,VT,WEST DOVER
19767,20001213X25125,Accident,MIA88LA118,1988-02-29,"COLUMBUS, MS",United States,UBS,COLUMBUS LOWNDES CO,Non-Fatal,Substantial,Airplane,N65532,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Maneuvering,Probable Cause,1988,2,29,cessna 152,152,2.0,2-seater,MS,COLUMBUS
19772,20001213X25331,Accident,NYC88LA100,1988-03-01,"MAYBROOK, NY",United States,MGJ,,Non-Fatal,Substantial,Airplane,N16255,piper,pa28180,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,1988,3,1,piper pa28180,pa-28,1.0,4-seater,NY,MAYBROOK
19773,20001213X25330,Accident,NYC88LA099,1988-03-01,"SOUTHBRIDGE, MA",United States,3BO,SOUTHBRIDGE,Non-Fatal,Substantial,Airplane,N75762,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1988,3,1,cessna 172,172,1.0,4-seater,MA,SOUTHBRIDGE
19774,20001213X25235,Accident,CHI88LA071,1988-03-01,"CRANE, IN",United States,,,Non-Fatal,Substantial,Airplane,N66452,cessna,150m,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1988,3,1,cessna 150m,150,1.0,2-seater,IN,CRANE
19776,20001213X25213,Accident,BFO88FA025,1988-03-02,"MITCHELLVILLE, MD",United States,W00,FREEWAY,Non-Fatal,Substantial,Airplane,N6202T,cessna,150e,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Go-around,Probable Cause,1988,3,2,cessna 150e,150,1.0,2-seater,MD,MITCHELLVILLE
19777,20001213X25203,Accident,ATL88LA112,1988-03-02,"STATESVILLE, NC",United States,SVH,STATESVILLE MUNICIPAL,Non-Fatal,Substantial,Airplane,N25265,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1988,3,2,cessna 152,152,1.0,2-seater,NC,STATESVILLE
19780,20001213X25274,Accident,LAX88LA120,1988-03-03,"HESPERIA, CA",United States,L26,HESPERIA AIR LODGE,Non-Fatal,Substantial,Airplane,N2184U,piper,pa28236,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,1.0,VMC,Descent,Probable Cause,1988,3,3,piper pa28236,pa-28,4.0,4-seater,CA,HESPERIA
19783,20001213X25179,Accident,ANC88LA035,1988-03-03,"CHUGIAK, AK",United States,Z15,BIRCHWOOD,Non-Fatal,Substantial,Airplane,N96082,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1988,3,3,cessna 152,152,2.0,2-seater,AK,CHUGIAK
19791,20001213X25225,Accident,CHI88DEP04,1988-03-05,"WEST BEND, WI",United States,ETB,WEST BEND,Non-Fatal,Substantial,Airplane,N7089Q,cessna,172l,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1988,3,5,cessna 172l,172,2.0,4-seater,WI,WEST BEND
19794,20001213X25189,Accident,ATL88FA106A,1988-03-06,"KNOXVILLE, TN",United States,DKX,KNOXVILLE DOWNTOWN ISLAND,Fatal(2),Minor,Airplane,N60371,cessna,150,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1988,3,6,cessna 150,150,2.0,2-seater,TN,KNOXVILLE
19796,20001213X25332,Accident,NYC88LA102,1988-03-06,"NEWPORT, VT",United States,,,Non-Fatal,Substantial,Airplane,N8428L,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1988,3,6,cessna 172,172,1.0,4-seater,VT,NEWPORT
19804,20001213X25334,Accident,NYC88LA104,1988-03-07,"MORRISTOWN, NJ",United States,MMU,MORRISTOWN,Non-Fatal,Substantial,Airplane,N48900,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1988,3,7,cessna 152,152,1.0,2-seater,NJ,MORRISTOWN
19809,20001213X25273,Accident,LAX88LA119,1988-03-08,"COLUMBIA, CA",United States,022,COLUMBIA,Non-Fatal,Substantial,Airplane,N8216E,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,4.0,0.0,VMC,Approach,Probable Cause,1988,3,8,cessna 172n,172,4.0,4-seater,CA,COLUMBIA
19811,20001213X25253,Accident,DEN88LA082,1988-03-08,"FORT COLLINS, CO",United States,,,Non-Fatal,Substantial,Airplane,N47567,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1988,3,8,cessna 152,152,1.0,2-seater,CO,FORT COLLINS
19812,20001213X25180,Accident,ANC88LA036,1988-03-08,"BIG LAKE, AK",United States,BGQ,BIG LAKE,Non-Fatal,Substantial,Airplane,N68945,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1988,3,8,cessna 152,152,2.0,2-seater,AK,BIG LAKE
19828,20001213X25190,Accident,ATL88FA109,1988-03-11,"SYLVA, NC",United States,,,Fatal(2),Destroyed,Airplane,N1258Q,cessna,150,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Descent,Probable Cause,1988,3,11,cessna 150,150,0.0,2-seater,NC,SYLVA
19835,20001213X25350,Accident,SEA88LA057,1988-03-12,"ELMA, WA",United States,WA22,ELMA MUNICIPAL,Non-Fatal,Substantial,Airplane,N8374C,piper,pa28r200,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Landing,Probable Cause,1988,3,12,piper pa28r200,pa-28,2.0,4-seater,WA,ELMA
19839,20001213X25279,Accident,LAX88LA125,1988-03-13,"BULLHEAD CITY, AZ",United States,P06,BULLHEAD CITY,Non-Fatal,Substantial,Airplane,N694ME,piper,pa28r201t,No,1.0,Reciprocating,Personal,0.0,2.0,2.0,0.0,VMC,Cruise,Probable Cause,1988,3,13,piper pa28r201t,pa-28,4.0,4-seater,AZ,BULLHEAD CITY
19841,20001213X25252,Accident,DEN88LA065,1988-03-13,"RUIDOSO, NM",United States,SRR,SIERRA BLANCA REGIONAL,Non-Fatal,Substantial,Airplane,N32982,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Takeoff,Probable Cause,1988,3,13,piper pa28140,pa-28,2.0,4-seater,NM,RUIDOSO
19853,20001213X25284,Accident,LAX88LA132,1988-03-15,"PRESCOTT, AZ",United States,PRC,ERNEST A. LOVE,Non-Fatal,Substantial,Airplane,N918ER,cessna,172q,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1988,3,15,cessna 172q,172,1.0,4-seater,AZ,PRESCOTT
19854,20001213X25282,Accident,LAX88LA128,1988-03-15,"LODI, CA",United States,103,LODI,Non-Fatal,Substantial,Airplane,N714FJ,cessna,150m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1988,3,15,cessna 150m,150,2.0,2-seater,CA,LODI
19858,20001213X25226,Accident,CHI88DEX03,1988-03-16,"EVANSVILLE, IN",United States,3EV,SKY LANE,Non-Fatal,Substantial,Airplane,N15567,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,Takeoff,Probable Cause,1988,3,16,piper pa28140,pa-28,3.0,4-seater,IN,EVANSVILLE
19859,20001213X25206,Accident,ATL88LA116,1988-03-16,"MYRTLE BEACH, SC",United States,MYR,MYRTLE BEACH AFB,Non-Fatal,Substantial,Airplane,N5244F,cessna,172f,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1988,3,16,cessna 172f,172,2.0,4-seater,SC,MYRTLE BEACH
19864,20001213X25351,Accident,SEA88LA058,1988-03-17,"GOLD BAR, WA",United States,,,Non-Fatal,Substantial,Airplane,N4932H,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC,Maneuvering,Probable Cause,1988,3,17,cessna 152,152,2.0,2-seater,WA,GOLD BAR
19879,20001213X25261,Accident,FTW88LA081,1988-03-19,"WEATHERFORD, TX",United States,,,Non-Fatal,Destroyed,Airplane,N10842,cessna,150l,No,1.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC,Maneuvering,Probable Cause,1988,3,19,cessna 150l,150,2.0,2-seater,TX,WEATHERFORD
19881,20001213X25322,Accident,MKC88LA065,1988-03-19,"SEARCY, AR",United States,MO7,SEARCY,Non-Fatal,Substantial,Airplane,N50672,cessna,150j,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1988,3,19,cessna 150j,150,2.0,2-seater,AR,SEARCY
19883,20001213X25207,Accident,ATL88LA119,1988-03-19,"VILLA RICA, GA",United States,,STOCKMAR,Non-Fatal,Substantial,Airplane,N60586,cessna,150j,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1988,3,19,cessna 150j,150,2.0,2-seater,GA,VILLA RICA
19888,20001213X25357,Accident,SEA88LA066,1988-03-20,"FOX, OR",United States,,,Non-Fatal,Substantial,Airplane,N66727,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1988,3,20,cessna 150,150,2.0,2-seater,OR,FOX
19892,20001213X25239,Accident,CHI88LA078,1988-03-20,"SEBEWAING, MI",United States,98G,SEBEWAING,Non-Fatal,Substantial,Airplane,N66717,cessna,172p,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1988,3,20,cessna 172p,172,2.0,4-seater,MI,SEBEWAING
19894,20001213X25306,Accident,MIA88LA128,1988-03-21,"PENSACOLA, FL",United States,,,Non-Fatal,Substantial,Airplane,N22954,cessna,150h,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1988,3,21,cessna 150h,150,2.0,2-seater,FL,PENSACOLA
19897,20001213X25217,Accident,BFO88LA027,1988-03-21,"FAIRMONT, WV",United States,4G7,FAIRMONT,Non-Fatal,Substantial,Airplane,N6763G,cessna,150l,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1988,3,21,cessna 150l,150,1.0,2-seater,WV,FAIRMONT
19900,20001213X25219,Accident,BFO88LA029,1988-03-22,"RIDGEWAY, VA",United States,,PACE FIELD,Non-Fatal,Substantial,Airplane,N6360S,cessna,150g,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1988,3,22,cessna 150g,150,1.0,2-seater,VA,RIDGEWAY
19901,20001213X25218,Accident,BFO88LA028,1988-03-22,"CHATHAM, VA",United States,I00,JEFFERSON-WATSON,Non-Fatal,Substantial,Airplane,N6587W,piper,pa28140,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1988,3,22,piper pa28140,pa-28,1.0,4-seater,VA,CHATHAM
19911,20001213X25220,Accident,BFO88LA030,1988-03-24,"NEW CUMBERLAND, WV",United States,7G1,HERRON,Non-Fatal,Substantial,Airplane,N1807Y,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1988,3,24,cessna 172,172,2.0,4-seater,WV,NEW CUMBERLAND
